App Name,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Released,Last Updated,Content Rating,Ad Supported,In App Purchases,Editors Choice,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
MyBlue AZ,Medical,2.0,89,"10,000+",10000,31675,True,0.0,USD,40M,5.0 and up,Blue Cross Blue Shield of Arizona,17-Aug-18,19-Nov-20,Everyone,False,False,False,,,,,,,,,,
Planon mobile,Business,4.1,53,"10,000+",10000,15147,True,0.0,USD,27M,4.1 and up,Planon International B.V.,19-Aug-13,12-Jun-20,Everyone,False,False,False,,,,,,,,,,
AGCO Tech Connect,Business,4.1,98,"10,000+",10000,14699,True,0.0,USD,82M,4.4 and up,Agcocorp Inc,2-Sep-15,21-Nov-20,Everyone,False,False,False,,,,,,,,,,
OrangeHRM Enterprise,Business,4.6,38,"1,000+",1000,4676,True,0.0,USD,Varies with device,6.0 and up,OrangeHRM Inc,30-Apr-19,20-Oct-20,Everyone,False,False,False,,,,,,,,,,
Vendus - Faturação POS,Business,4.2,36,"5,000+",5000,6158,True,0.0,USD,3.3M,4.4 and up,Nex,13-Dec-17,30-Sep-20,Everyone,False,False,False,,,,,,,,,,
Fast Scanner Pro: PDF Doc Scan,Business,4.6,4088,"50,000+",50000,53098,False,4.99,USD,16M,4.1 and up,CoolMobileSolution,19-May-14,24-May-20,Everyone,False,False,False,,,,,,,,,,
KioWare for Android Kiosk App - Kiosk Software,Business,3.7,138,"10,000+",10000,30856,True,0.0,USD,46M,4.0 and up,KioWare Kiosk Software,13-Jun-12,28-Oct-20,Everyone,False,False,False,,,,,,,,,,
"PDF Merge, Rearrange, Rotate & Delete",Productivity,4.3,31,100+,100,442,False,5.0,USD,3.4M,6.0 and up,Benzveen,31-Dec-18,4-May-20,Everyone,False,False,False,,,,,,,,,,
BSign | PDF Digital Signature,Productivity,4.3,37,"5,000+",5000,6731,True,0.0,USD,2.6M,6.0 and up,Benzveen,22-Dec-19,4-Nov-20,Everyone,True,False,False,,,,,,,,,,
Slack,Business,4.1,89946,"10,000,000+",10000000,20414145,True,0.0,USD,Varies with device,Varies with device,Slack Technologies Inc.,22-Jul-13,9-Nov-20,Everyone,False,False,True,,,,,,,,,,
Expirations,Tools,4.5,140,"1,000+",1000,4407,True,0.0,USD,4.7M,4.1 and up,I7sanTech,22-Dec-14,4-Oct-19,Everyone,False,False,False,,,,,,,,,,
Accurate Barometer,Tools,4.6,11994,"500,000+",500000,824895,True,0.0,USD,Varies with device,Varies with device,AR Labs,7-Feb-14,21-Nov-19,Everyone,True,True,False,,,,,,,,,,
Compass Calculator,Education,4.5,184,"50,000+",50000,57566,True,0.0,USD,1.9M,5.1 and up,DBG Nautical,1-May-16,28-Oct-20,Everyone,False,False,False,,,,,,,,,,
Barcode it Checker,Shopping,4.2,1683,"100,000+",100000,219216,True,0.0,USD,8.7M,2.3 and up,Irony Software,30-Jan-14,2-Sep-16,Everyone,True,True,False,,,,,,,,,,
Barcode To Excel - Barcode & QR Code Scanner,Tools,4.4,504,"100,000+",100000,202066,True,0.0,USD,6.9M,4.2 and up,SukronMoh,13-Nov-17,8-Jun-20,Everyone,True,True,False,,,,,,,,,,
Barcode & QR code Keyboard,Productivity,4.1,417,"100,000+",100000,112320,True,0.0,USD,11M,4.2 and up,Nikola Antonov,30-Sep-16,10-Nov-20,Everyone,True,False,False,,,,,,,,,,
AlwaysOn® Wellness,Health & Fitness,2.3,596,"50,000+",50000,55808,True,0.0,USD,18M,6.0 and up,OLH External Apps,12-Nov-15,17-Nov-20,Everyone,False,False,False,,,,,,,,,,
RightTrack by Liberty Mutual,Auto & Vehicles,4.0,5275,"100,000+",100000,340963,True,0.0,USD,41M,5.0 and up,Liberty Mutual Insurance Company,22-Mar-17,1-Sep-20,Everyone,False,False,False,,,,,,,,,,
MobileNAV,Business,4.0,106,"10,000+",10000,23824,True,0.0,USD,35M,4.1 and up,MultiSoft Kft.,13-Dec-11,7-Oct-20,Everyone,False,False,False,,,,,,,,,,
Accounting CSV: super simple to track finances,Finance,4.4,43,"5,000+",5000,7782,True,0.0,USD,2.1M,5.0 and up,Tax@Home,16-Oct-16,26-Sep-20,Everyone,True,True,False,,,,,,,,,,
CashSale POS,Business,4.5,285,"10,000+",10000,24636,True,0.0,USD,14M,4.1 and up,Tamka Initiative,14-Apr-16,25-Oct-20,Everyone,False,True,False,,,,,,,,,,
Street Invoice,Business,4.5,1239,"100,000+",100000,157856,True,0.0,USD,Varies with device,Varies with device,Street Invoice LLC,23-Aug-12,2-Nov-20,Everyone,False,False,False,,,,,,,,,,
StayLinked SmartTE Terminal Emulation Client,Business,3.8,24,"5,000+",5000,7400,True,0.0,USD,5.1M,4.0.3 and up,StayLinked Corporation,28-Mar-14,22-Oct-20,Everyone,False,False,False,,,,,,,,,,
CommandIQ,Business,3.4,58,"10,000+",10000,10979,True,0.0,USD,8.2M,5.0 and up,"Calix, Inc.",29-Oct-18,12-Nov-20,Everyone,False,False,False,,,,,,,,,,
"AuditBricks - Site Auditing, Snagging & Punch List",Productivity,4.2,300,"10,000+",10000,32273,False,5.49,USD,23M,4.1 and up,Appculus Technologies,17-Mar-16,20-Sep-19,Everyone,False,False,False,,,,,,,,,,
Tradesman Calc Calculator,Tools,4.8,27,500+,500,670,False,9.99,USD,6.7M,4.4 and up,Calculated Industries,10-Oct-13,5-Aug-19,Everyone,False,False,False,,,,,,,,,,
ATracker Time Tracker (Daily habit+Goal+Routine),Productivity,4.1,1745,"100,000+",100000,219179,True,0.0,USD,27M,7.0 and up,Wonderapps AB,15-Jun-17,30-Jul-20,Everyone,True,True,False,,,,,,,,,,
Birthday Calendar,Business,3.5,120,"1,000+",1000,3420,False,0.99,USD,3.3M,2.2 and up,SMobileApps,18-Jul-13,16-Apr-20,Everyone,False,False,False,,,,,,,,,,
Degree Calculator,Tools,4.6,932,"100,000+",100000,153524,True,0.0,USD,2.0M,4.0.3 and up,Eduard Kovnatsky,6-Aug-16,6-Aug-16,Everyone,False,False,False,,,,,,,,,,
"Pro Driver license: scanner, reader, scan",Tools,3.6,33,"1,000+",1000,1108,False,4.99,USD,4.1M,4.1 and up,Grato Apps lnc.,15-Oct-17,17-Sep-20,Everyone,False,False,False,,,,,,,,,,
Check-in Scan,Business,4.6,257,"10,000+",10000,40510,True,0.0,USD,70M,5.0 and up,Check in Scan S.L.,19-Feb-18,16-Oct-20,Everyone,False,False,False,,,,,,,,,,
Regence Empower,Health & Fitness,2.2,23,"1,000+",1000,2758,True,0.0,USD,19M,6.0 and up,OLH External Apps,15-May-19,17-Nov-20,Everyone,False,False,False,,,,,,,,,,
Activ5,Health & Fitness,3.3,16,"1,000+",1000,3685,True,0.0,USD,44M,5.0 and up,"Activbody, Inc.",1-Jul-20,6-Nov-20,Everyone,False,False,False,,,,,,,,,,
UHC Healthy Pregnancy,Health & Fitness,1.9,78,"10,000+",10000,17635,True,0.0,USD,101M,4.4 and up,"UNITED HEALTHCARE SERVICES, INC.",30-Oct-17,19-Nov-20,Everyone,False,False,False,,,,,,,,,,
Sutter Health My Health Online,Medical,4.0,779,"100,000+",100000,244740,True,0.0,USD,44M,5.0 and up,Sutter Health,27-Apr-16,6-Oct-20,Everyone,False,False,False,,,,,,,,,,
ToDo List Task Manager -Pro,Productivity,4.4,746,"10,000+",10000,20260,False,2.99,USD,Varies with device,Varies with device,Mike's Android Workshop,1-Mar-10,25-Jul-20,Everyone,False,False,False,,,,,,,,,,
myTripPal - record trip expenses,Business,4.6,15,"1,000+",1000,1440,True,0.0,USD,2.6M,5.0 and up,Tax@Home,9-Oct-16,15-Aug-20,Everyone,True,True,False,,,,,,,,,,
Steuerapp - Quellensteuer einfach,Finance,5.0,8,10+,10,25,True,0.0,USD,2.0M,4.4 and up,Tax@Home,10-Dec-19,25-Aug-20,Everyone,True,False,False,,,,,,,,,,
CashFlow+(pro) expense manager,Finance,4.5,138,"1,000+",1000,1029,False,4.99,USD,5.2M,4.0.3 and up,UIeasier,17-Aug-13,23-Feb-19,Everyone,False,False,False,,,,,,,,,,
"Smart Invoice  Create, Record, Track all invoice",Business,0.0,0,"1,000+",1000,3607,True,0.0,USD,46M,7.0 and up,Kruso Team,21-Aug-20,19-Oct-20,Everyone,True,True,False,,,,,,,,,,
SMUD,Business,4.8,659,"10,000+",10000,30631,True,0.0,USD,27M,6.0 and up,Sacramento Municipal Utility District,17-Dec-18,29-Oct-20,Everyone,False,False,False,,,,,,,,,,
rmAppSuite Pro,Productivity,3.2,37,"5,000+",5000,5528,True,0.0,USD,35M,5.0 and up,LCS,3-Jun-19,27-Oct-20,Everyone,False,False,False,,,,,,,,,,
Hot Rod Calc,Tools,5.0,13,100+,100,358,False,9.99,USD,3.3M,4.4 and up,Calculated Industries,26-Jun-13,12-May-20,Everyone,False,False,False,,,,,,,,,,
Construction Master EZ,Tools,0.0,0,50+,50,90,False,29.99,USD,11M,4.4 and up,Calculated Industries,19-Apr-19,19-Apr-19,Everyone,False,False,False,,,,,,,,,,
Shift Worker Now,Productivity,4.1,15,"1,000+",1000,4479,True,0.0,USD,3.2M,4.2 and up,Taul Apps,17-Mar-17,13-Mar-19,Everyone,False,True,False,,,,,,,,,,
Sales Representative,Productivity,4.5,73,500+,500,721,False,4.49,USD,Varies with device,2.1 and up,VINCENZO CELANO,14-May-16,24-Nov-19,Everyone,False,False,False,,,,,,,,,,
Anytime Mailbox Renter,Productivity,3.7,56,"10,000+",10000,10087,True,0.0,USD,115M,6.0 and up,Anytime Mailbox,8-Aug-16,4-Nov-20,Everyone,False,False,False,,,,,,,,,,
Fluke Connect,Productivity,3.3,1274,"100,000+",100000,225590,True,0.0,USD,59M,5.0 and up,Fluke Corporation,7-May-14,15-Oct-20,Everyone,False,True,False,,,,,,,,,,
Business Card Scanner by Covve,Productivity,4.5,1327,"100,000+",100000,102856,True,0.0,USD,15M,6.0 and up,Covve Visual Network Limited,23-Sep-19,2-Nov-20,Everyone,False,True,False,,,,,,,,,,
Stridekick Activity Challenges,Health & Fitness,3.6,296,"50,000+",50000,74798,True,0.0,USD,54M,5.0 and up,Stridekick,5-Dec-19,5-Nov-20,Everyone,False,False,False,,,,,,,,,,
Petro Path,Business,3.4,54,"10,000+",10000,12939,True,0.0,USD,27M,4.4 and up,Petro Path,4-May-16,19-Aug-20,Everyone,False,True,False,,,,,,,,,,
Virgin Pulse,Health & Fitness,4.5,53881,"1,000,000+",1000000,1231270,True,0.0,USD,26M,6.0 and up,Virgin Pulse,6-Apr-14,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
Delta Dental,Medical,2.1,1754,"500,000+",500000,600291,True,0.0,USD,Varies with device,5.0 and up,Delta Dental Plans Association,3-Apr-13,23-Sep-20,Everyone,False,False,False,,,,,,,,,,
gastronovi Office,Productivity,4.1,49,"10,000+",10000,16766,True,0.0,USD,53M,4.4 and up,gastronovi GmbH,16-Oct-14,2-Nov-20,Everyone,False,False,False,,,,,,,,,,
Pool Math by TroubleFreePool,Tools,3.5,179,"10,000+",10000,35626,True,0.0,USD,56M,5.0 and up,TroubleFreePool,16-Jun-17,7-Jun-20,Everyone,False,True,False,,,,,,,,,,
Receipt & Invoice,Business,4.3,3861,"100,000+",100000,294834,True,0.0,USD,6.7M,4.4 and up,Recibos Orçamentos,26-Aug-18,25-May-20,Everyone,False,True,False,,,,,,,,,,
Self-Help CU Mobile Banking,Finance,3.2,90,"10,000+",10000,20968,True,0.0,USD,27M,4.4 and up,Self-Help Credit Union,14-Feb-18,30-May-19,Everyone,True,False,False,,,,,,,,,,
DTE Energy,Business,4.4,26086,"500,000+",500000,719999,True,0.0,USD,6.9M,4.4 and up,"DTE Energy Corporate Services, LLC",15-Nov-11,21-Oct-20,Everyone,True,False,False,,,,,,,,,,
SilverCloud,Business,3.6,120,"10,000+",10000,26523,True,0.0,USD,20M,4.1 and up,LandAirSea System,3-Nov-14,26-Nov-20,Everyone,False,False,False,,,,,,,,,,
Log Dyno - Horsepower and Torque CSV Dyno,Auto & Vehicles,4.4,59,"1,000+",1000,1760,False,14.99,USD,21M,4.1 and up,Profi-Soft Games,31-Jul-18,31-Oct-20,Everyone,False,False,False,,,,,,,,,,
JAVAD Mobile Tools for authorised Receivers,Tools,2.9,15,"1,000+",1000,3642,True,0.0,USD,37M,4.4 and up,JAVAD GNSS INC,28-Mar-18,17-Nov-20,Everyone,False,True,False,,,,,,,,,,
Lenze Smart Motor,Tools,4.7,56,"10,000+",10000,14603,True,0.0,USD,2.4M,4.0 and up,Lenze,4-Dec-13,18-Feb-20,Everyone,False,False,False,,,,,,,,,,
Anytime Mailbox Mail Center,Productivity,4.3,7,"1,000+",1000,2888,True,0.0,USD,163M,6.0 and up,Anytime Mailbox,19-Jan-17,25-Nov-20,Everyone,False,False,False,,,,,,,,,,
Alliance Payroll MyPay,Business,4.2,210,"100,000+",100000,111163,True,0.0,USD,18M,4.1 and up,"Alliance Payroll Services, Inc.",15-Jan-18,31-Dec-19,Everyone,False,False,False,,,,,,,,,,
VirtualCards-Loyalty Cards & Coupons Wallet,Shopping,4.7,24157,"500,000+",500000,837200,True,0.0,USD,16M,4.1 and up,Virtual Cards SRL,5-Jan-12,22-Apr-20,Everyone,False,False,False,,,,,,,,,,
"Square Invoices - Invoicing, Billing & Estimates",Business,4.6,3584,"100,000+",100000,414078,True,0.0,USD,102M,5.0 and up,"Square, Inc.",25-Mar-19,16-Nov-20,Everyone,False,False,False,,,,,,,,,,
Loyalty Card Keychain,Shopping,4.4,300,"10,000+",10000,28058,True,0.0,USD,Varies with device,Varies with device,Protect,3-Mar-17,15-Mar-20,Everyone,False,False,False,,,,,,,,,,
ActivityTracker - Step Counter & Pedometer,Health & Fitness,4.4,2105,"100,000+",100000,293488,True,0.0,USD,12M,5.0 and up,Bits&Coffee,2-Nov-18,15-Oct-20,Everyone,True,True,False,,,,,,,,,,
My Transphormation,Health & Fitness,4.4,419,"50,000+",50000,95309,True,0.0,USD,30M,7.1 and up,1st Phorm Development,25-Mar-19,26-Nov-20,Everyone,False,True,False,,,,,,,,,,
PSEG Long Island,Business,2.0,210,"50,000+",50000,58083,True,0.0,USD,12M,4.4 and up,PSEG,23-Dec-19,28-Oct-20,Everyone,False,False,False,,,,,,,,,,
my sonnen,Tools,2.5,280,"10,000+",10000,17955,True,0.0,USD,27M,4.4 and up,sonnen GmbH,6-Mar-20,12-Nov-20,Everyone,False,False,False,,,,,,,,,,
BankFirstFed Mobile Banking,Finance,4.6,355,"10,000+",10000,11148,True,0.0,USD,8.4M,5.0 and up,First Federal Savings Bank - Idaho,22-May-18,17-Jun-20,Everyone,False,False,False,,,,,,,,,,
ORNL Federal Credit Union,Finance,4.5,1770,"50,000+",50000,81761,True,0.0,USD,Varies with device,4.4 and up,ORNL Federal Credit Union,4-May-14,12-Nov-20,Everyone,False,False,False,,,,,,,,,,
Blue Yonder Workforce,Business,2.5,181,"10,000+",10000,25805,True,0.0,USD,102M,6.0 and up,"Blue Yonder Group, Inc.",29-Mar-19,6-Nov-20,Everyone,False,False,False,,,,,,,,,,
CloudLocker,Tools,3.4,109,"5,000+",5000,9140,True,0.0,USD,14M,4.4 and up,CloudVeil,16-Jan-16,10-Aug-20,Everyone,False,False,False,,,,,,,,,,
Senu - off-the-grid phone numbers,Tools,4.0,37,"5,000+",5000,9164,True,0.0,USD,26M,8.0 and up,Secoli LLC,30-Jan-20,27-Jul-20,Everyone,False,True,False,,,,,,,,,,
Mechanics of Materials App,Education,4.1,38,"1,000+",1000,1492,False,4.99,USD,22M,2.1 and up,Wolfram Group,14-Aug-13,2-Jun-15,Everyone,False,False,False,,,,,,,,,,
FatCoupon Automatic PromoCodes,Shopping,4.3,33,"5,000+",5000,6478,True,0.0,USD,20M,6.0 and up,FatCoupon Technology Ltd,3-Apr-20,20-Nov-20,Everyone,False,False,False,,,,,,,,,,
Groupon Merchants,Business,3.9,3654,"500,000+",500000,795735,True,0.0,USD,46M,5.0 and up,"Groupon, Inc.",3-Nov-10,19-Nov-20,Everyone,False,False,False,,,,,,,,,,
Baby Sleep Sounds,Parenting,4.4,8,500+,500,642,True,0.0,USD,38M,4.1 and up,Protect,9-Mar-17,30-May-18,Everyone,False,False,False,,,,,,,,,,
Budget Watch,Finance,4.3,25,"1,000+",1000,4250,True,0.0,USD,3.4M,4.0 and up,Protect,4-Mar-17,5-Oct-19,Everyone,False,False,False,,,,,,,,,,
NorthOne - Business Banking,Business,3.3,655,"100,000+",100000,123790,True,0.0,USD,36M,5.0 and up,NorthOne Inc,22-Oct-19,26-Nov-20,Everyone,False,False,False,,,,,,,,,,
JYouPro,Health & Fitness,2.9,8360,"500,000+",500000,860488,True,0.0,USD,20M,5.0 and up,Shenzhen KeepRapid,9-Dec-17,11-Nov-20,Everyone,False,False,False,,,,,,,,,,
Fitatu Calorie Counter - Free Weight Loss Tracker,Health & Fitness,4.7,28063,"1,000,000+",1000000,3701865,True,0.0,USD,Varies with device,Varies with device,V Team,23-Jun-15,23-Nov-20,Everyone,True,True,False,,,,,,,,,,
Private Calorie Counter - OmNom Notes,Health & Fitness,4.6,13,"1,000+",1000,1106,True,0.0,USD,Varies with device,6.0 and up,Niera Tech Inc.,10-Jun-19,25-Oct-20,Everyone,False,True,False,,,,,,,,,,
My Breast Cancer Coach,Medical,4.4,34,"10,000+",10000,24697,True,0.0,USD,46M,6.0 and up,"Genomic Health, Inc.",29-Oct-18,16-Sep-20,Everyone,False,False,False,,,,,,,,,,
Mysa,House & Home,3.7,174,"10,000+",10000,17284,True,0.0,USD,43M,4.4 and up,Empowered Homes Inc.,22-Dec-17,16-Nov-20,Everyone,False,False,False,,,,,,,,,,
SessionTalk Pro Softphone,Communication,3.7,34,"1,000+",1000,1123,False,3.99,USD,29M,5.0 and up,SessionTalk Ltd,26-Sep-12,28-Sep-20,Everyone,False,True,False,,,,,,,,,,
WizardProg Mobile,Tools,4.4,162,"10,000+",10000,36506,True,0.0,USD,12M,4.0 and up,Sergey Menylyshev,22-Apr-18,27-Oct-19,Everyone,False,False,False,,,,,,,,,,
Electrohelper - Electronics lab in your pocket,Education,4.3,3082,"500,000+",500000,520592,True,0.0,USD,10M,4.1 and up,Anas Abubakar,26-Oct-17,12-Aug-20,Everyone,True,False,False,,,,,,,,,,
Studyo,Education,2.5,39,"1,000+",1000,4298,True,0.0,USD,33M,5.0 and up,Studyo,1-Feb-19,24-Sep-20,Everyone,False,False,False,,,,,,,,,,
International Steam Tables,Tools,4.6,65,"1,000+",1000,3245,False,1.34,USD,6.5M,4.0 and up,Hans-Joachim Kretzschmar,26-Nov-12,16-Sep-20,Everyone,False,False,False,,,,,,,,,,
Weekly Hotel Deals: Extended Stay Hotels & Motels,Travel & Local,3.7,300,"100,000+",100000,148327,True,0.0,USD,1.3M,4.1 and up,Cheaper Hotels,6-Feb-18,19-Feb-19,Everyone,False,False,False,,,,,,,,,,
Speech Timer,Education,4.3,130,"10,000+",10000,20852,True,0.0,USD,1.5M,4.0 and up,Michael Dobbins,13-Oct-11,13-Apr-20,Everyone,False,False,False,,,,,,,,,,
Stride-Mobile Banking,Finance,4.0,87,"10,000+",10000,11188,True,0.0,USD,5.2M,4.0 and up,Stride Bank,22-May-13,27-Apr-20,Everyone,False,False,False,,,,,,,,,,
First Horizon Mobile Banking,Finance,4.1,3384,"100,000+",100000,370347,True,0.0,USD,39M,5.0 and up,First Horizon Bank,13-Jun-17,4-Sep-20,Everyone,False,False,False,,,,,,,,,,
BeDiet Diety Ewy Chodakowskiej,Health & Fitness,3.4,5,"1,000+",1000,3772,True,0.0,USD,1.1M,5.0 and up,V Team,14-Oct-20,12-Oct-20,Everyone,False,False,False,,,,,,,,,,
Vitalia Start,Health & Fitness,2.3,430,"50,000+",50000,91012,True,0.0,USD,Varies with device,Varies with device,V Team,1-Jul-14,14-Mar-19,Everyone,False,False,False,,,,,,,,,,
Virtuagym Fitness Tracker - Home & Gym,Health & Fitness,4.6,63226,"5,000,000+",5000000,6554132,True,0.0,USD,31M,5.0 and up,Virtuagym,17-Mar-10,17-Nov-20,Everyone,False,True,False,,,,,,,,,,
PursueCare: Addiction Recovery,Health & Fitness,4.6,25,"1,000+",1000,4665,True,0.0,USD,39M,5.0 and up,PursueCare LLC,7-Oct-19,15-Sep-20,Everyone,False,False,False,,,,,,,,,,
Pocket Workouts by DAREBEE,Health & Fitness,4.8,7932,"500,000+",500000,518545,True,0.0,USD,29M,4.0.3 and up,DAREBEE,13-May-16,7-Jan-17,Everyone,False,False,False,,,,,,,,,,
SoulCycle: Find a class. Book your bike.,Health & Fitness,3.4,5,"5,000+",5000,6212,True,0.0,USD,42M,7.0 and up,"SoulCycle, Inc.",17-Dec-19,20-Oct-20,Everyone,False,False,False,,,,,,,,,,
Push Pull Legs,Health & Fitness,4.3,88,"10,000+",10000,17134,True,0.0,USD,3.1M,5.0 and up,Bava Kesavan,2-Jul-17,22-Oct-17,Everyone,False,False,False,,,,,,,,,,
PIIT Pocket,Health & Fitness,3.3,1607,"50,000+",50000,79897,True,0.0,USD,69M,4.1 and up,Blogilates,21-May-18,27-Oct-18,Everyone,False,True,False,,,,,,,,,,
SaintLukesKC,Medical,2.5,199,"10,000+",10000,24339,True,0.0,USD,46M,5.0 and up,Saint Luke's Health System,18-Aug-17,23-Sep-20,Everyone,False,False,False,,,,,,,,,,
Suppanel HMI,Productivity,4.5,27,"1,000+",1000,3244,True,0.0,USD,7.4M,4.1 and up,Suppanel,16-Jan-18,1-Sep-19,Everyone,False,True,False,,,,,,,,,,
MLUSB Mounter - File Manager,Productivity,3.5,1490,"100,000+",100000,314586,True,0.0,USD,3.5M,2.2 and up,"???????? (Media Logic, corp.)",29-Aug-14,1-Sep-20,Everyone,False,True,False,,,,,,,,,,
Scalar Pro  Most Advanced Scientific Calculator,Tools,4.6,2065,"100,000+",100000,138828,False,0.99,USD,8.4M,4.2 and up,Scalar Math,23-Dec-18,11-Oct-20,Everyone,False,False,False,,,,,,,,,,
TRIZ crossover QMS,Education,4.5,63,"10,000+",10000,10395,True,0.0,USD,4.2M,5.0 and up,Matej Biberovic,23-Mar-15,28-Nov-18,Everyone,False,False,False,,,,,,,,,,
"MyEffectiveness Habits - Goals, ToDos, Reminders",Productivity,4.6,15175,"500,000+",500000,811121,True,0.0,USD,11M,4.1 and up,AndTek: Productivity Tools,2-Oct-11,22-Nov-20,Everyone,True,True,False,,,,,,,,,,
Castbox Locker: Bouncy Ball Player Theme,Personalization,4.3,72,"10,000+",10000,16149,True,0.0,USD,1.5M,4.1 and up,Castbox.FM - Radio & Podcast & AudioBooks,6-Dec-17,18-Oct-18,Everyone,False,False,False,,,,,,,,,,
First Horizon Bank Prepaid Cards,Finance,4.3,10,"1,000+",1000,2154,True,0.0,USD,22M,4.4 and up,First Horizon Bank,10-Jun-16,9-Feb-20,Everyone,False,False,False,,,,,,,,,,
First Horizon Business,Finance,2.0,72,"10,000+",10000,13548,True,0.0,USD,19M,4.4 and up,First Horizon Bank,25-Apr-16,8-Jul-20,Everyone,False,False,False,,,,,,,,,,
Hot deals in stores  save money on shopping!,Shopping,4.7,3110,"100,000+",100000,331871,True,0.0,USD,6.8M,4.4 and up,INTERIA.PL,25-Apr-16,24-Nov-20,Everyone,True,False,False,,,,,,,,,,
Virtuagym Touch in-gym coaching touch screens,Health & Fitness,0.0,0,100+,100,269,True,0.0,USD,34M,6.0 and up,Virtuagym,19-Dec-19,11-Mar-20,Everyone,False,False,False,,,,,,,,,,
"Virtuagym Coach - Personal Trainer, Track Clients",Health & Fitness,4.3,386,"10,000+",10000,34746,True,0.0,USD,31M,5.0 and up,Virtuagym,7-Jun-17,17-Nov-20,Everyone,False,True,False,,,,,,,,,,
100 Office Workouts,Health & Fitness,4.6,184,"50,000+",50000,56286,True,0.0,USD,21M,4.0.3 and up,DAREBEE,13-Nov-16,14-Nov-16,Everyone,False,False,False,,,,,,,,,,
0-200 Squats Legs Trainer,Health & Fitness,4.7,5480,"100,000+",100000,286374,True,0.0,USD,11M,4.1 and up,Zen Labs Fitness,3-Mar-16,31-Mar-20,Everyone,True,True,False,,,,,,,,,,
Coxswain,Health & Fitness,4.6,185,"5,000+",5000,7154,True,0.0,USD,3.8M,4.1 and up,Sven Meier,16-Nov-15,25-Nov-20,Everyone,False,False,False,,,,,,,,,,
20 pullups: 0 to 20 pull ups,Health & Fitness,4.5,413,"10,000+",10000,38608,True,0.0,USD,Varies with device,4.4 and up,Fitness22,3-Sep-15,8-Nov-17,Everyone,True,True,False,,,,,,,,,,
NextSet - Powerlifting Program Builder,Health & Fitness,4.4,8,"1,000+",1000,1688,True,0.0,USD,5.1M,5.0 and up,anSoft,21-Oct-19,14-Oct-20,Everyone,True,True,False,,,,,,,,,,
Fit Body Coaching,Health & Fitness,0.0,0,"5,000+",5000,6720,True,0.0,USD,137M,6.0 and up,Fit Body Boot Camp Inc,10-Apr-20,16-Oct-20,Everyone,False,False,False,,,,,,,,,,
MyMQTT,Tools,4.2,699,"50,000+",50000,83618,True,0.0,USD,"1,008k",2.1 and up,instant:solutions OG,24-Apr-13,18-Sep-13,Everyone,True,False,False,,,,,,,,,,
MyPhoneExplorer Client,Tools,4.4,40686,"5,000,000+",5000000,5509401,True,0.0,USD,4.0M,4.0 and up,FJ Softwaredevelopment,8-Aug-10,20-Sep-20,Everyone,False,False,False,,,,,,,,,,
NYU Mobile,Education,3.7,145,"10,000+",10000,36238,True,0.0,USD,2.9M,5.0 and up,New York University,24-Aug-12,15-Feb-20,Everyone,False,False,False,,,,,,,,,,
File Manager for Superusers,Tools,4.1,1995,"500,000+",500000,635344,True,0.0,USD,Varies with device,4.3 and up,Maple Media,5-Sep-17,24-Jan-18,Everyone,True,True,False,,,,,,,,,,
Healing Feelings,Health & Fitness,4.9,18,"1,000+",1000,1690,False,4.99,USD,Varies with device,4.1 and up,Chad Truman,15-Feb-16,6-Jun-16,Everyone,False,False,False,,,,,,,,,,
Deloitte Icount,Business,4.6,26,"5,000+",5000,6225,True,0.0,USD,25M,6.0 and up,Deloitte LLC,23-Sep-16,13-Sep-20,Everyone,False,False,False,,,,,,,,,,
RadioBox- Powered by ContentBox,Music & Audio,4.1,6097,"500,000+",500000,811361,True,0.0,USD,7.6M,4.0.3 and up,Castbox.FM - Radio & Podcast & AudioBooks,22-Nov-16,1-Jul-17,Everyone,True,False,False,,,,,,,,,,
Podcast Player,News & Magazines,4.6,213624,"10,000,000+",10000000,10607402,True,0.0,USD,14M,4.4 and up,Castbox.FM - Radio & Podcast & AudioBooks,4-Jan-16,27-Oct-20,Teen,True,True,True,,,,,,,,,,
PeoplesBank Mobile Access,Finance,4.3,283,"10,000+",10000,31246,True,0.0,USD,36M,5.0 and up,"PeoplesBank - Holyoke, MA",12-May-15,10-Nov-20,Everyone,True,False,False,,,,,,,,,,
Coach Viewer,Sports,4.4,505,"50,000+",50000,66814,True,0.0,USD,16M,4.4 and up,SoccerTutor.com - The Soccer Coaching Specialists,3-Sep-13,11-Aug-20,Everyone,False,False,False,,,,,,,,,,
First Financial Bank - Mobile,Finance,4.0,3124,"100,000+",100000,146447,True,0.0,USD,9.6M,5.0 and up,First Financial Bank,6-Aug-12,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
Equine Drugs,Medical,3.3,29,"1,000+",1000,4323,True,0.0,USD,3.7M,4.0.3 and up,Veterinary Advances Ltd,20-Mar-12,5-Dec-18,Everyone,False,True,False,,,,,,,,,,
